,monthly_income,monthly_outcome,total_credit_payments,payments_per_year,loan_term,loan_amount,_will_pay,worst_previous_delinquency,worst_previous_fraction,_is_account_recent,_is_common_type,ratio_outcome_income,sqrt_income,sqrt_outcome,log_income,log_outcome
3285,213606,12744,36.0,12,3.0,179532.0,0,0.0,0.0,0,0,16.76129943502825,462.17529142090666,112.88932633336067,12.271888475561303,9.452815851589884
3287,213606,12744,1.0,12,0.08333333333333333,513.6,0,0.0,0.0,0,0,16.76129943502825,462.17529142090666,112.88932633336067,12.271888475561303,9.452815851589884
3288,213606,12744,1.0,12,0.08333333333333333,154.5,0,0.0,0.0,1,1,16.76129943502825,462.17529142090666,112.88932633336067,12.271888475561303,9.452815851589884
3289,213606,12744,1.0,12,0.08333333333333333,4166.0,1,0.0,0.0,0,1,16.76129943502825,462.17529142090666,112.88932633336067,12.271888475561303,9.452815851589884
3291,213606,12744,6.0,12,0.5,11236.8,0,0.0,0.0,0,0,16.76129943502825,462.17529142090666,112.88932633336067,12.271888475561303,9.452815851589884
3292,213606,12744,47.0,12,3.9166666666666665,50000.0,1,0.0,0.0,0,0,16.76129943502825,462.17529142090666,112.88932633336067,12.271888475561303,9.452815851589884
3425,6230,23209,12.0,12,1.0,5100.0,1,0.0,0.0,0,1,0.2684303502951441,78.93034904268447,152.34500319997372,8.737131611781498,10.052295413463094
3426,6230,23209,12.0,12,1.0,5100.0,1,0.0,0.0,0,1,0.2684303502951441,78.93034904268447,152.34500319997372,8.737131611781498,10.052295413463094
3427,6230,23209,12.0,12,1.0,5100.0,1,0.0,0.0,0,1,0.2684303502951441,78.93034904268447,152.34500319997372,8.737131611781498,10.052295413463094
3428,6230,23209,12.0,12,1.0,3893.739130434782,0,0.0,0.0,1,1,0.2684303502951441,78.93034904268447,152.34500319997372,8.737131611781498,10.052295413463094
3429,6230,23209,12.0,12,1.0,5523.0,1,0.0,0.0,1,1,0.2684303502951441,78.93034904268447,152.34500319997372,8.737131611781498,10.052295413463094
3430,6230,23209,18.0,12,1.5,6588.0,1,0.0,0.0,0,0,0.2684303502951441,78.93034904268447,152.34500319997372,8.737131611781498,10.052295413463094
3432,502,49,12.0,12,1.0,2580.600000000001,0,0.0,0.0,1,1,10.244897959183673,22.40535650240808,7.0,6.218600119691729,3.8918202981106265
3433,502,49,1.0,12,0.08333333333333333,148.41176470588238,0,0.0,0.0,1,0,10.244897959183673,22.40535650240808,7.0,6.218600119691729,3.8918202981106265
3434,502,49,52.0,52,1.0,4373.0,1,0.0,0.0,0,0,10.244897959183673,22.40535650240808,7.0,6.218600119691729,3.8918202981106265
3435,502,49,80.0,52,1.5384615384615383,5880.0,1,4301.0,1.666666666666666,1,0,10.244897959183673,22.40535650240808,7.0,6.218600119691729,3.8918202981106265
3436,502,49,80.0,52,1.5384615384615383,1200.0,1,4301.0,1.666666666666666,1,0,10.244897959183673,22.40535650240808,7.0,6.218600119691729,3.8918202981106265
3439,116716,89631,24.0,24,1.0,122784.0,1,0.0,0.0,1,0,1.3021833963695597,341.63723450467165,299.3843683294103,11.667498912561458,11.40345652126786
3442,116716,89631,48.0,12,4.0,215904.0,1,0.0,0.0,1,0,1.3021833963695597,341.63723450467165,299.3843683294103,11.667498912561458,11.40345652126786
3443,116716,89631,60.0,12,5.0,239400.0,1,0.0,0.0,1,0,1.3021833963695597,341.63723450467165,299.3843683294103,11.667498912561458,11.40345652126786
3564,2000,89,1.0,12,0.08333333333333333,317.0,1,0.0,0.0,1,1,22.471910112359552,44.721359549995796,9.433981132056603,7.600902459542082,4.48863636973214
3584,43182,760,1.0,12,0.08333333333333333,7721.0,1,0.0,0.0,0,0,56.81842105263158,207.80279112658712,27.568097504180443,10.673179020735859,6.633318433280377
3619,12072,90936,36.0,12,3.0,157176.0,1,0.0,0.0,1,0,0.13275270519926102,109.87265355856297,301.5559649550975,9.398644000447685,11.417911241366546
3620,12072,90936,36.0,12,3.0,160308.0,1,0.0,0.0,1,0,0.13275270519926102,109.87265355856297,301.5559649550975,9.398644000447685,11.417911241366546
3624,12072,90936,36.0,12,3.0,106510.0,1,0.0,0.0,0,0,0.13275270519926102,109.87265355856297,301.5559649550975,9.398644000447685,11.417911241366546
3625,12072,90936,72.0,24,3.0,160000.0,1,0.0,0.0,0,0,0.13275270519926102,109.87265355856297,301.5559649550975,9.398644000447685,11.417911241366546
3682,16463,16568,1.0,12,0.08333333333333333,1000.0,1,0.0,0.0,1,0,0.9936624818928054,128.30822265155106,128.7167432776327,9.708870717648022,9.71522840307542
3683,16463,16568,1.0,12,0.08333333333333333,1754.0,0,0.0,0.0,1,0,0.9936624818928054,128.30822265155106,128.7167432776327,9.708870717648022,9.71522840307542
3687,16463,16568,1.0,12,0.08333333333333333,2346.0,1,0.0,0.0,1,0,0.9936624818928054,128.30822265155106,128.7167432776327,9.708870717648022,9.71522840307542
3688,16463,16568,1.0,12,0.08333333333333333,1500.0,1,0.0,0.0,1,0,0.9936624818928054,128.30822265155106,128.7167432776327,9.708870717648022,9.71522840307542
3689,16463,16568,1.0,12,0.08333333333333333,2000.0,1,0.0,0.0,1,0,0.9936624818928054,128.30822265155106,128.7167432776327,9.708870717648022,9.71522840307542
3690,16463,16568,1.0,12,0.08333333333333333,1000.0,1,0.0,0.0,1,0,0.9936624818928054,128.30822265155106,128.7167432776327,9.708870717648022,9.71522840307542
3691,16463,16568,1.0,12,0.08333333333333333,2000.0,1,0.0,0.0,1,0,0.9936624818928054,128.30822265155106,128.7167432776327,9.708870717648022,9.71522840307542
3693,4424,2804,1.0,12,0.08333333333333333,1500.0,1,0.0,0.0,1,0,1.5777460770328102,66.51315659326356,52.952809179494906,8.39479954320217,7.938802248154481
3694,4424,2804,60.0,12,5.0,178440.0,1,0.0,0.0,1,0,1.5777460770328102,66.51315659326356,52.952809179494906,8.39479954320217,7.938802248154481
3696,4424,2804,72.0,24,3.0,121104.0,1,0.0,0.0,1,0,1.5777460770328102,66.51315659326356,52.952809179494906,8.39479954320217,7.938802248154481
3699,4424,2804,19.0,24,0.7916666666666666,8588.0,1,0.0,0.0,1,0,1.5777460770328102,66.51315659326356,52.952809179494906,8.39479954320217,7.938802248154481
3704,4424,2804,72.0,24,3.0,60000.0,1,0.0,0.0,1,0,1.5777460770328102,66.51315659326356,52.952809179494906,8.39479954320217,7.938802248154481
3797,196702,98401,36.0,12,3.0,229140.0,1,0.0,0.0,1,0,1.9989837501651406,443.51099197201415,313.6893367648955,12.189445172093635,11.496806245590331
3896,27,1385,12.0,26,0.4615384615384616,6231.0,1,0.0,0.0,1,0,0.019494584837545126,5.196152422706632,37.21558813185679,3.295836866004329,7.233455418621439
3897,27,1385,12.0,26,0.4615384615384616,12000.0,1,0.0,0.0,1,0,0.019494584837545126,5.196152422706632,37.21558813185679,3.295836866004329,7.233455418621439
3951,96948,58916,119.0,24,4.958333333333333,208654.6,1,0.0,0.0,1,0,1.6455292280534999,311.3647378878989,242.72618317767038,11.481930031267709,10.983867979609434
4119,275,20560,60.0,12,5.0,483660.0,1,0.0,0.0,1,0,0.013375486381322957,16.583123951777,143.38758663147937,5.616771097666572,9.931102719569102
4122,275,20560,12.0,12,1.0,92600.0,1,0.0,0.0,1,0,0.013375486381322957,16.583123951777,143.38758663147937,5.616771097666572,9.931102719569102
4123,135021,66954,12.0,12,1.0,10000.0,1,0.0,0.0,1,0,2.0166233533470743,367.45203768655307,258.75471010205786,11.813185600878612,11.111761095413756
4129,135021,66954,52.0,52,1.0,18512.0,1,0.0,0.0,1,0,2.0166233533470743,367.45203768655307,258.75471010205786,11.813185600878612,11.111761095413756
4139,1217,65711,6.0,26,0.2307692307692308,2174.0,1,0.0,0.0,1,0,0.018520491241953402,34.88552708502482,256.3415690051069,7.104144092987527,11.093021618159923
4140,1217,65711,6.0,26,0.2307692307692308,2986.0,0,0.0,0.0,1,0,0.018520491241953402,34.88552708502482,256.3415690051069,7.104144092987527,11.093021618159923
4141,1217,65711,12.0,12,1.0,16232.0,0,0.0,0.0,1,0,0.018520491241953402,34.88552708502482,256.3415690051069,7.104144092987527,11.093021618159923
4143,1217,65711,1.0,12,0.08333333333333333,2500.0,1,0.0,0.0,1,0,0.018520491241953402,34.88552708502482,256.3415690051069,7.104144092987527,11.093021618159923
4144,1217,65711,1.0,12,0.08333333333333333,2780.0,0,0.0,0.0,1,0,0.018520491241953402,34.88552708502482,256.3415690051069,7.104144092987527,11.093021618159923
4275,7876,13371,18.0,12,1.5,128844.0,1,0.0,0.0,1,0,0.5890359733752151,88.74683092933516,115.63304026099115,8.971575439759016,9.500843461614666
4277,1994,2771,80.0,52,1.5384615384615383,16880.0,1,1687.0,0.16666666666666666,1,0,0.719595813785637,44.654227123532216,52.640288753007425,7.597897950521784,7.9269635448629785
4278,1994,2771,80.0,52,1.5384615384615383,1600.0,1,1687.0,0.16666666666666666,1,0,0.719595813785637,44.654227123532216,52.640288753007425,7.597897950521784,7.9269635448629785
4279,1994,2771,36.0,12,3.0,10122.0,1,0.0,0.0,1,0,0.719595813785637,44.654227123532216,52.640288753007425,7.597897950521784,7.9269635448629785
4282,1994,2771,36.0,12,3.0,28000.0,1,0.0,0.0,0,0,0.719595813785637,44.654227123532216,52.640288753007425,7.597897950521784,7.9269635448629785
4364,2088,406,12.0,12,1.0,5100.0,1,0.0,0.0,0,1,5.142857142857143,45.69463863518345,20.149441679609886,7.643961949002529,6.0063531596017325
4365,2088,406,31.0,52,0.5961538461538461,7750.0,1,0.0,0.0,1,0,5.142857142857143,45.69463863518345,20.149441679609886,7.643961949002529,6.0063531596017325
4366,2088,406,12.0,12,1.0,13497.0,0,0.0,0.0,1,0,5.142857142857143,45.69463863518345,20.149441679609886,7.643961949002529,6.0063531596017325
4371,2088,406,30.0,12,2.5,26760.0,1,0.0,0.0,1,0,5.142857142857143,45.69463863518345,20.149441679609886,7.643961949002529,6.0063531596017325
4383,3607,46975,12.0,12,1.0,39900.0,1,0.0,0.0,1,0,0.07678552421500798,60.05830500438719,216.73716801693243,8.19063168090354,10.757370824281667
4384,3607,46975,18.0,12,1.5,58752.0,1,0.0,0.0,1,0,0.07678552421500798,60.05830500438719,216.73716801693243,8.19063168090354,10.757370824281667
4391,3607,46975,48.0,12,4.0,91440.0,1,0.0,0.0,1,0,0.07678552421500798,60.05830500438719,216.73716801693243,8.19063168090354,10.757370824281667
4395,27063,67808,36.0,12,3.0,222466.0,1,0.0,0.0,0,0,0.3991121991505427,164.50835845026234,260.3996927801567,10.205922760324748,11.124435461068026
4397,27063,67808,36.0,12,3.0,79344.0,1,0.0,0.0,1,1,0.3991121991505427,164.50835845026234,260.3996927801567,10.205922760324748,11.124435461068026
4406,27063,67808,60.0,12,5.0,345180.0,1,0.0,0.0,1,0,0.3991121991505427,164.50835845026234,260.3996927801567,10.205922760324748,11.124435461068026
4408,27063,67808,120.0,24,5.0,83640.0,1,0.0,0.0,1,0,0.3991121991505427,164.50835845026234,260.3996927801567,10.205922760324748,11.124435461068026
4411,27063,67808,60.0,12,5.0,271440.0,1,0.0,0.0,1,0,0.3991121991505427,164.50835845026234,260.3996927801567,10.205922760324748,11.124435461068026
4412,27063,67808,36.0,12,3.0,221718.0,1,0.0,0.0,1,0,0.3991121991505427,164.50835845026234,260.3996927801567,10.205922760324748,11.124435461068026
4418,1041,1009,100.0,52,1.9230769230769231,22900.0,1,4655.0,0.08333333333333333,1,0,1.0317145688800793,32.264531609803356,31.76476034853718,6.947937068614969,6.9167150203536085
4419,1041,1009,100.0,52,1.9230769230769231,3000.0,1,4655.0,0.08333333333333333,1,0,1.0317145688800793,32.264531609803356,31.76476034853718,6.947937068614969,6.9167150203536085
4420,1041,1009,12.0,12,1.0,20001.0,1,0.0,0.0,1,0,1.0317145688800793,32.264531609803356,31.76476034853718,6.947937068614969,6.9167150203536085
4421,1041,1009,12.0,12,1.0,55860.0,1,0.0,0.0,1,0,1.0317145688800793,32.264531609803356,31.76476034853718,6.947937068614969,6.9167150203536085
4422,1041,1009,12.0,12,1.0,67728.0,1,4655.0,0.08333333333333333,1,0,1.0317145688800793,32.264531609803356,31.76476034853718,6.947937068614969,6.9167150203536085
4423,1041,1009,36.0,12,3.0,142272.0,1,0.0,0.0,1,0,1.0317145688800793,32.264531609803356,31.76476034853718,6.947937068614969,6.9167150203536085
4424,1041,1009,12.0,12,1.0,49150.0,1,0.0,0.0,1,0,1.0317145688800793,32.264531609803356,31.76476034853718,6.947937068614969,6.9167150203536085
4425,1041,1009,24.0,12,2.0,40000.0,1,0.0,0.0,1,0,1.0317145688800793,32.264531609803356,31.76476034853718,6.947937068614969,6.9167150203536085
4426,1041,1009,18.0,12,1.5,18000.0,1,0.0,0.0,1,0,1.0317145688800793,32.264531609803356,31.76476034853718,6.947937068614969,6.9167150203536085
4513,109,3576,12.0,12,1.0,162158.0,1,0.0,0.0,1,0,0.03048098434004474,10.44030650891055,59.799665550904216,4.6913478822291435,8.182000136293405
4534,2028,3382,1.0,12,0.08333333333333333,376.0,1,0.0,0.0,1,0,0.5996451803666469,45.033320996790806,58.154965394194846,7.614805364711073,8.126222529458525
4535,2028,3382,1.0,12,0.08333333333333333,171.0,1,0.0,0.0,1,0,0.5996451803666469,45.033320996790806,58.154965394194846,7.614805364711073,8.126222529458525
4537,2028,3382,1.0,12,0.08333333333333333,1048.0,1,0.0,0.0,1,0,0.5996451803666469,45.033320996790806,58.154965394194846,7.614805364711073,8.126222529458525
4538,2028,3382,1.0,12,0.08333333333333333,895.0,1,0.0,0.0,1,0,0.5996451803666469,45.033320996790806,58.154965394194846,7.614805364711073,8.126222529458525
4539,2028,3382,1.0,12,0.08333333333333333,1048.0,1,0.0,0.0,1,0,0.5996451803666469,45.033320996790806,58.154965394194846,7.614805364711073,8.126222529458525
4540,2028,3382,1.0,12,0.08333333333333333,895.0,1,0.0,0.0,1,0,0.5996451803666469,45.033320996790806,58.154965394194846,7.614805364711073,8.126222529458525
4541,2028,3382,1.0,12,0.08333333333333333,1048.0,1,0.0,0.0,1,0,0.5996451803666469,45.033320996790806,58.154965394194846,7.614805364711073,8.126222529458525
4542,2028,3382,1.0,12,0.08333333333333333,501.0,1,0.0,0.0,1,0,0.5996451803666469,45.033320996790806,58.154965394194846,7.614805364711073,8.126222529458525
4543,2028,3382,1.0,12,0.08333333333333333,1680.0,1,0.0,0.0,1,0,0.5996451803666469,45.033320996790806,58.154965394194846,7.614805364711073,8.126222529458525
4544,2028,3382,1.0,12,0.08333333333333333,874.0,1,0.0,0.0,1,0,0.5996451803666469,45.033320996790806,58.154965394194846,7.614805364711073,8.126222529458525
4545,2028,3382,1.0,12,0.08333333333333333,2421.0,1,0.0,0.0,1,0,0.5996451803666469,45.033320996790806,58.154965394194846,7.614805364711073,8.126222529458525
4546,2028,3382,1.0,12,0.08333333333333333,1048.0,1,0.0,0.0,1,0,0.5996451803666469,45.033320996790806,58.154965394194846,7.614805364711073,8.126222529458525
4547,2028,3382,1.0,12,0.08333333333333333,629.0,1,0.0,0.0,1,0,0.5996451803666469,45.033320996790806,58.154965394194846,7.614805364711073,8.126222529458525
4548,2028,3382,1.0,12,0.08333333333333333,2421.0,1,0.0,0.0,1,0,0.5996451803666469,45.033320996790806,58.154965394194846,7.614805364711073,8.126222529458525
4549,2028,3382,1.0,12,0.08333333333333333,873.0,1,0.0,0.0,1,0,0.5996451803666469,45.033320996790806,58.154965394194846,7.614805364711073,8.126222529458525
4550,2028,3382,1.0,12,0.08333333333333333,1429.0,1,0.0,0.0,1,0,0.5996451803666469,45.033320996790806,58.154965394194846,7.614805364711073,8.126222529458525
4551,2028,3382,1.0,12,0.08333333333333333,1429.0,1,0.0,0.0,1,0,0.5996451803666469,45.033320996790806,58.154965394194846,7.614805364711073,8.126222529458525
4552,2028,3382,1.0,12,0.08333333333333333,1114.0,1,0.0,0.0,1,0,0.5996451803666469,45.033320996790806,58.154965394194846,7.614805364711073,8.126222529458525
4660,4020,3834,6.0,12,0.5,3300.0,1,0.0,0.0,1,0,1.0485133020344288,63.40346993658943,61.91930232165088,8.299037181613066,8.251663923605589
4661,4020,3834,6.0,12,0.5,3300.0,1,0.0,0.0,1,0,1.0485133020344288,63.40346993658943,61.91930232165088,8.299037181613066,8.251663923605589
4662,4020,3834,6.0,12,0.5,4590.0,1,0.0,0.0,1,0,1.0485133020344288,63.40346993658943,61.91930232165088,8.299037181613066,8.251663923605589
4663,4020,3834,12.0,12,1.0,1619.0769230769233,0,0.0,0.0,0,1,1.0485133020344288,63.40346993658943,61.91930232165088,8.299037181613066,8.251663923605589
4664,4020,3834,1.0,12,0.08333333333333333,146.2,0,4674.0,0.7222222222222221,1,1,1.0485133020344288,63.40346993658943,61.91930232165088,8.299037181613066,8.251663923605589
4665,4020,3834,18.0,12,1.5,6471.6923076923085,0,0.0,0.0,1,1,1.0485133020344288,63.40346993658943,61.91930232165088,8.299037181613066,8.251663923605589
4668,4020,3834,18.0,12,1.5,4674.0,1,0.0,0.0,1,0,1.0485133020344288,63.40346993658943,61.91930232165088,8.299037181613066,8.251663923605589
4713,11798,87429,100.0,52,1.9230769230769231,23400.0,1,0.0,0.0,1,0,0.1349437829553123,108.61859877571612,295.6839528956551,9.37568530456302,11.37858231438792
4716,11798,87429,1.0,12,0.08333333333333333,231.0,1,0.0,0.0,1,0,0.1349437829553123,108.61859877571612,295.6839528956551,9.37568530456302,11.37858231438792
4717,8250,3172,18.0,12,1.5,8568.0,1,249.0,12.999999999999998,1,1,2.6008827238335437,90.82951062292474,56.32051136131489,9.017968479328726,8.06211758275474
4718,8250,3172,1.0,12,0.08333333333333333,19.153846153846157,0,0.0,0.0,1,0,2.6008827238335437,90.82951062292474,56.32051136131489,9.017968479328726,8.06211758275474
4719,8250,3172,16.0,52,0.3076923076923077,952.2637362637364,0,0.0,0.0,0,0,2.6008827238335437,90.82951062292474,56.32051136131489,9.017968479328726,8.06211758275474
4731,5386,11244,60.0,12,5.0,4138.0,1,0.0,0.0,1,0,0.47901102810387763,73.38937252763509,106.03772913449251,8.591558273371545,9.327589932026422
4732,5386,11244,10.0,26,0.38461538461538464,5005.0,1,0.0,0.0,0,0,0.47901102810387763,73.38937252763509,106.03772913449251,8.591558273371545,9.327589932026422
4733,5386,11244,10.0,26,0.38461538461538464,5005.0,1,0.0,0.0,0,0,0.47901102810387763,73.38937252763509,106.03772913449251,8.591558273371545,9.327589932026422
4734,5386,11244,10.0,26,0.38461538461538464,5005.0,1,0.0,0.0,0,0,0.47901102810387763,73.38937252763509,106.03772913449251,8.591558273371545,9.327589932026422
4819,433,297,12.0,12,1.0,15300.0,1,0.0,0.0,0,1,1.4579124579124578,20.808652046684813,17.233687939614086,6.07073772800249,5.6937321388027
4820,433,297,12.0,12,1.0,15300.0,1,0.0,0.0,0,1,1.4579124579124578,20.808652046684813,17.233687939614086,6.07073772800249,5.6937321388027
4821,433,297,12.0,12,1.0,15300.0,1,0.0,0.0,0,1,1.4579124579124578,20.808652046684813,17.233687939614086,6.07073772800249,5.6937321388027
4942,8528,3216,1.0,12,0.08333333333333333,235.90476190476193,0,0.0,0.0,1,1,2.6517412935323383,92.34717104492157,56.7097875150313,9.051110146405625,8.075893630298857
4943,8528,3216,1.0,12,0.08333333333333333,51.80952380952381,0,0.0,0.0,1,1,2.6517412935323383,92.34717104492157,56.7097875150313,9.051110146405625,8.075893630298857
4948,8528,3216,18.0,12,1.5,20000.0,1,0.0,0.0,1,0,2.6517412935323383,92.34717104492157,56.7097875150313,9.051110146405625,8.075893630298857
4968,25349,47337,5.0,24,0.20833333333333331,1915.0,1,0.0,0.0,1,0,0.53550077106703,159.21369287847074,217.57067817148524,10.140494560509492,10.765047509703779
4972,25349,47337,48.0,12,4.0,192480.0,1,0.0,0.0,1,0,0.53550077106703,159.21369287847074,217.57067817148524,10.140494560509492,10.765047509703779
4975,25349,47337,1.0,12,0.08333333333333333,225.0,1,0.0,0.0,1,1,0.53550077106703,159.21369287847074,217.57067817148524,10.140494560509492,10.765047509703779
4978,25349,47337,7.0,12,0.5833333333333334,2506.0,1,0.0,0.0,1,1,0.53550077106703,159.21369287847074,217.57067817148524,10.140494560509492,10.765047509703779
4983,105763,379769,1.0,12,0.08333333333333333,114.0,1,0.0,0.0,1,0,0.2784929786264808,325.2122383920999,616.2540060721715,11.568956020795154,12.847318452122806
4985,105763,379769,119.0,24,4.958333333333333,87500.0,1,0.0,0.0,1,0,0.2784929786264808,325.2122383920999,616.2540060721715,11.568956020795154,12.847318452122806
4995,19855,53304,12.0,12,1.0,20400.0,1,0.0,0.0,0,1,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
4996,19855,53304,12.0,12,1.0,20400.0,1,0.0,0.0,0,1,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
4997,19855,53304,12.0,12,1.0,20400.0,1,0.0,0.0,0,1,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
4998,19855,53304,12.0,12,1.0,20400.0,1,0.0,0.0,0,1,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
4999,19855,53304,12.0,12,1.0,20400.0,1,0.0,0.0,0,1,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
5000,19855,53304,12.0,12,1.0,20400.0,1,0.0,0.0,0,1,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
5001,19855,53304,12.0,12,1.0,20400.0,1,0.0,0.0,0,1,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
5002,19855,53304,12.0,12,1.0,20400.0,1,0.0,0.0,0,1,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
5003,19855,53304,12.0,12,1.0,8941.846153846154,0,0.0,0.0,1,1,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
5004,19855,53304,10.0,26,0.38461538461538464,6005.0,1,0.0,0.0,1,0,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
5005,19855,53304,10.0,26,0.38461538461538464,8004.0,1,0.0,0.0,1,0,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
5006,19855,53304,12.0,26,0.4615384615384616,10007.0,1,0.0,0.0,1,0,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
5007,19855,53304,10.0,26,0.38461538461538464,10197.0,1,0.0,0.0,1,0,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
5016,19855,53304,1.0,12,0.08333333333333333,208.44,0,0.0,0.0,1,0,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
5018,19855,53304,119.0,24,4.958333333333333,1156946.56,0,0.0,0.0,1,0,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
5019,19855,53304,119.0,24,4.958333333333333,851787.72,0,0.0,0.0,1,0,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
5020,19855,53304,119.0,24,4.958333333333333,292973.24,0,0.0,0.0,1,0,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
5021,19855,53304,119.0,24,4.958333333333333,216846.56,0,0.0,0.0,1,0,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
5026,19855,53304,36.0,12,3.0,196019.0,1,0.0,0.0,1,0,0.3724861173645505,140.9077712548176,230.87659041141438,9.896211143565353,10.883766654242374
5061,3796,6633,18.0,12,1.5,8082.0,1,0.0,0.0,1,1,0.5722900648273782,61.61168720299745,81.44323176298937,8.241703159729818,8.799812469525556
5083,946,8563,6.0,24,0.25,1600.0,1,0.0,0.0,0,0,0.11047530071236716,30.757112998459398,92.53647929330357,6.852242569051878,9.055205875026193
5157,1573,4527,5.0,52,0.09615384615384616,673.0,1,0.0,0.0,0,0,0.34747073116854427,39.66106403010388,67.28298447601742,7.360739903058278,8.417814747435958
5158,1573,4527,41.0,52,0.7884615384615384,7000.0,1,0.0,0.0,0,0,0.34747073116854427,39.66106403010388,67.28298447601742,7.360739903058278,8.417814747435958
5159,1573,4527,41.0,52,0.7884615384615384,10391.222222222224,0,0.0,0.0,1,0,0.34747073116854427,39.66106403010388,67.28298447601742,7.360739903058278,8.417814747435958
5160,1573,4527,51.0,52,0.9807692307692308,17767.74193548387,0,0.0,0.0,1,0,0.34747073116854427,39.66106403010388,67.28298447601742,7.360739903058278,8.417814747435958
5163,1573,4527,43.0,24,1.7916666666666667,44204.0,1,10800.0,0.6078431372549019,1,0,0.34747073116854427,39.66106403010388,67.28298447601742,7.360739903058278,8.417814747435958
5164,1573,4527,60.0,12,5.0,379800.0,1,10800.0,0.6078431372549019,1,0,0.34747073116854427,39.66106403010388,67.28298447601742,7.360739903058278,8.417814747435958
5190,5150,45263,1.0,12,0.08333333333333333,6946.0,1,0.0,0.0,0,1,0.11377946667255816,71.76350047203663,212.75102819963055,8.546751993657782,10.720245200685072
5191,5150,45263,1.0,12,0.08333333333333333,70.0,1,0.0,0.0,0,1,0.11377946667255816,71.76350047203663,212.75102819963055,8.546751993657782,10.720245200685072
5292,62150,95050,78.0,52,1.5,16032.0,1,11145.0,0.3333333333333333,1,0,0.6538663861125723,249.2990172463582,308.3018001893599,11.037306096938858,11.462158347916576
5293,62150,95050,78.0,52,1.5,260.0,1,11145.0,0.3333333333333333,1,0,0.6538663861125723,249.2990172463582,308.3018001893599,11.037306096938858,11.462158347916576
5294,62150,95050,52.0,52,1.0,624.0,1,11145.0,0.3333333333333333,1,1,0.6538663861125723,249.2990172463582,308.3018001893599,11.037306096938858,11.462158347916576
5295,62150,95050,52.0,52,1.0,2383.333333333333,0,11145.0,0.3333333333333333,1,0,0.6538663861125723,249.2990172463582,308.3018001893599,11.037306096938858,11.462158347916576
5296,62150,95050,24.0,24,1.0,90000.0,1,11145.0,0.3333333333333333,1,0,0.6538663861125723,249.2990172463582,308.3018001893599,11.037306096938858,11.462158347916576
5297,62150,95050,60.0,12,5.0,287520.0,1,11145.0,0.3333333333333333,1,0,0.6538663861125723,249.2990172463582,308.3018001893599,11.037306096938858,11.462158347916576
5298,62150,95050,36.0,12,3.0,33435.0,0,0.0,0.0,0,0,0.6538663861125723,249.2990172463582,308.3018001893599,11.037306096938858,11.462158347916576
5309,62150,95050,9.0,12,0.75,20168.0,1,11145.0,0.3333333333333333,1,0,0.6538663861125723,249.2990172463582,308.3018001893599,11.037306096938858,11.462158347916576
5310,62150,95050,25.0,12,2.083333333333333,500000.0,1,0.0,0.0,0,0,0.6538663861125723,249.2990172463582,308.3018001893599,11.037306096938858,11.462158347916576
5311,62150,95050,11.0,12,0.9166666666666666,38579.0,1,11145.0,0.3333333333333333,1,0,0.6538663861125723,249.2990172463582,308.3018001893599,11.037306096938858,11.462158347916576
5313,62150,95050,8.0,12,0.6666666666666666,150000.0,1,0.0,0.0,0,0,0.6538663861125723,249.2990172463582,308.3018001893599,11.037306096938858,11.462158347916576
5468,96,2577,1.0,12,0.08333333333333333,15238.0,1,0.0,0.0,1,0,0.037252619324796274,9.797958971132712,50.76416058598822,4.564348191467836,7.854381210652365
5469,96,2577,1.0,12,0.08333333333333333,153.28571428571428,0,0.0,0.0,1,0,0.037252619324796274,9.797958971132712,50.76416058598822,4.564348191467836,7.854381210652365
5470,96,2577,1.0,24,0.04166666666666666,1000.0,1,0.0,0.0,1,0,0.037252619324796274,9.797958971132712,50.76416058598822,4.564348191467836,7.854381210652365
5497,242,1591,10.0,26,0.38461538461538464,7197.0,1,39278.0,23.0,1,0,0.15210559396605908,15.556349186104045,39.88734135035826,5.488937726156687,7.372118028337787
